INTRPRETE;CàDIGO;TÖTULO;INÖCIO DA LETRA
Agepê;06938;MENINA DE CABELOS LONGOS;Ê ê ê... menina de cabelos longos…
Aggeu Marques;15178;MÁQUINA DO TEMPO;Finjo não saber que o tempo passa logo
Agnaldo Rayol;15521;ACORRENTADOS (ENCADENADOS);Talvez fosse melhor se não voltasses
Agnaldo Rayol;15853;NÃO VOLTO MAIS;Se você quiser saber amor vou cuidar de mim
Agnaldo Rayol;03737;A PRAIA;Em plena praia no céu azul brilhava o sol
Agnaldo Rayol;03739;AMIGOS PARA SEMPRE;Eu não tenho nada pra dizer
Agnaldo Rayol;06303;O PRINCÍPIO E O FIM;A minha vida em carinhos…
Agnaldo Rayol;06362;AVE MARIA NO MORRO;Barracão de zinco…
Agnaldo Rayol;07031;SANTA LUCIA;Sul mare luccica l'astro d'argento
Agnaldo Rayol e C.Church;07036;TORMENTO D'AMORE;Martirio tormento d'amore
Agnaldo Timóteo;07287;A GALERIA DO AMOR;Numa noite de insônia saí
Agnaldo Timóteo;07282;A CASA DE IRENE;Os dias tristes
Agnaldo Timóteo;07283;A CASA DO SOL NASCENTE;A casa dos meus sonhos é feita de ilu
Agnaldo Timóteo;01688;MAMÃE ESTOU TÃO FELIZ;Mamãe estou tão feliz porque voltei 
Agnaldo Timóteo;04370;QUEM É;Quem é que não sofre por alguém...
Agnaldo Timóteo;04399;MEU GRITO;Se eu demoro mais aqui eu vou morrer...
Agnaldo Timóteo;06503;OS VERDES CAMPOS DA MINHA TERRA;Se algum dia à minha terra eu voltar…
Agnaldo Timóteo;06947;NÃO MEREÇO VOCÊ;Não mereço você sei que vou me…
Agnaldo Timóteo;06959;OS BRUTOS TAMBÉM AMAM;Você jamais vai entender o amor que…
Agnaldo Timóteo;06884;A NOIVA;Ave Maria… Branca e radiante…
Agnaldo Timóteo;07166;LIVRE;Livre nasci como a brisa
Agnela;01150;PODIA SER;Não sei porque você não quis ligar
Agostinho Dos Santos;07301;AQUELES OLHOS VERDES;Aqueles olhos verdes translúcidos ser
Agostinho dos Santos;09695;MANHÃ DE CARNAVAL;Manhã tão bonita manhã
Agostinho Dos Santos;04221;A FELICIDADE;Tristeza não tem fim felicidade
Agridoce (Pitty);02792;DANÇANDO;Eu sei que lá no fundo
Agridoce (Pitty);15202;130 ANOS;Caro é transformar-se num arremendo de si próprio
Aguinaldo Timóteo;15621;QUEM SERÁ?;Amor só se dá se amor se ganha também
A-Ha;04973;TAKE ON ME;We're talking away...
A-ha;19853;STAY ON THESE ROADS;Cold has a voice
A-ha;19213;HUNTING HIGH AND LOW;Here I am and within the reach
A-Ha;19400;YOU ARE THE ONE;You are the one who has done me in
Air Supply;04935;LOST IN LOVE;I realize the best part of love...
Air Supply;09105;EVEN THE NIGHTS ARE BETTER;I I was the lonely one…
Air Supply;09182;THE ONE THAT YOU LOVE;Now the night has gone…
Air Supply;05911;HERE I AM;Here I am
Air Supply;19433;GOODBYE;I can see the pain living in your eyes
Air Supply;19499;MAKING LOVE OUT OF NOTHING AT ALL;I know just how to whisper
Air Supply;19769;LONELY IS THE NIGHT;Really thought that I could live without you
Air Supply ;09243;ALL OUT OF LOVE ;I'm lying alone 
Akundum;03563;EMACONHADA;Kaya erva danada, kaya erva danada
Al Jarreau;09193;WE'RE IN THIS LOVE TOGETHER;It's like a diamond ring it's a precious…
Al Jarreau;05942;MORNIN';Mornin' mister Radio
Al Martino;04592;LOVE IS BLUE;Blue blue my world is blue
Al Stewart;04806;YEAR OF THE CAT;On a morning from a Bogart movie...
Alan e Aladim;16394;LIGUEI PRA DIZER QUE TE AMO;Já é tarde é quase madrugada 
Alan Jackson;09026;EVERYTHING I LOVE;Coffee keeps me up and I can't sleep
Alan Jackson;09036;I'LL TRY;Here we are talkin' bout forever
Alan Jackson;09041;LIVIN' ON LOVE;Two young people without a thing
Alan Jackson;09139;MIDNIGHT IN MONTGOMERY;Midnight in Montgomery silver eagle…
Alan Parson Project;04888;EYE IN THE SKY;Don't think sorry's easily said...
Alan Parson's Project;09187;TIME;Time flowin' like a river…
Alanis Morissette;04850;YOU OUGHTA KNOW;I want you to know that I'm happy…
Alanis Morissette;04922;IRONIC;Hey yeah yeah yeah Oh, oh yeah...
Alanis Morissette;04997;YOU LEARN;Oooh, oooh-do, do...
Alanis Morissette;02570;THAT I WOULD BE GOOD;That I would be good even if I did not
Alanis Morissette;19100;HAND IN MY POCKET;I'm broke but I'm happy I'm poor but
Alanis Morissette;19147;THANK U;How 'bout getting off of these antibiotics
Alanis Morissette;19354;UNINVITED;Like anyone would be I am flattered by you
Alannah Myles;02602;BLACK VELVET;Mississippi in the middle of the dry s
Alavontê;15607;Ê LÁ EM CASA;Ela atravessa a rua e vem falar comigo mas
Albert Hammond;09128;IT NEVER RAINS IN SOUTHERN CALIFORNIA;Got on a board a west bound seven forty…
Albert Hammond;04626;FOR THE PEACE OF ALL MANKIND;You turn me on so bad that there
Alceu Valença;01120;SOLIDÃO;A solidão é fera a solidão devora
Alceu Valença;15223;DONA DE 7 COLINAS;Ela é dona de sete colinas debruçadas na beira do mar
Alceu Valença;03880;LA BELLE DE JOUR;Ah! eh! ah! eh! La belle de jour
Alceu Valença;03903;ANUNCIAÇÃO;Na bruma leve das paixões
Alceu Valença;04071;CORAÇÃO BOBO;Meu coração tá batendo
Alceu Valença;06452;COMO DOIS ANIMAIS;Uma moça bonita de olhar agateado…
Alceu Valença;03277;TROPICANA;Da manga rosa quero o gosto e o sumo
Alcione;09282;MENINO SEM JUÍZO;Sabe meu menino sem juízo
Alcione;09286;MEU VÍCIO É VOCÊ;Meu cigarro é o perfume do mato
Alcione;09337;SE NÃO É AMOR;Se não é amor
Alcione;09316;PIOR É QUE EU GOSTO;De repente é mais uma vez
Alcione;01165;EU VOU PRA LAPA;É ela a dama da noite
Alcione;01600;O QUE EU FAÇO AMANHÃ?;De repente você vem dizer
Alcione;01604;FAZ UMA LOUCURA POR MIM;Faz uma loucura por mim
Alcione;01624;QUEM É VOCÊ?;Quem é você
Alcione;01795;QUALQUER DIA DESSES;Qualquer dia desses 
Alcione;03060;DELÍRIO DE AMOR;Você acaba dando um jeito
Alcione;03169;NÃO DEIXE O SAMBA MORRER;Não deixe o samba morrer
Alcione;03263;SUFOCO;Não sei se vou aturar esses seus abusos
Alcione;03270;TÔ COM SAUDADE;Tô com saudade amor já não suporto
Alcione;01979;GAROTO MAROTO;Você faz de conta que quer meu perdão
Alcione;02694;NÃO CHORE, NÃO;Pra quê chorar a vida é mesmo assim
Alcione;02797;MELHORES MOMENTOS;Como posso explicar para o meu 
Alcione;15022;A PAIXÃO TEM MEMÓRIA;Lá vem você de novo procurar por mim
Alcione;16274;NEM MORTA;Eu só fico em teus braços porque não tenho
Alcione;04196;GOSTOSO VENENO;Esse amor me envenena
Alcione;06246;ALÉM DA CAMA;De amor eu não morro…
Alcione;06521;A LOBA;Sou doce dengosa polida…
Alcione;06626;O MUNDO É DE NÓS DOIS;Esse nosso amor é a perfeição…
Alcione;06759;VOCÊ ME VIRA A CABEÇA;Você me vira a cabeça me tira...
Alcione;06940;MEU ÉBANO;É você e um negão de tirar o chapéu…
Alcione;07186;NA HORA DA RAIVA;Na hora da raiva eu lhe disse tudo
Alcione;07232;RIO ANTIGO;Quero o bate-papo na esquina
Alcione;07201;O SURDO;Amigo que ironia desta vida
Alcione - Gonzaguinha;15739;MESA DE BAR;Mesa de bar é lugar pra todo mundo que é 
Alcione E Alexandre Pires;04079;ESTRANHA LOUCURA;Minha estranha loucura
Alda Célia;02402;A COLHEITA;Voz do que clama em meio ao deserto
Alda Célia;02426;ÓLEO DE ALEGRIA;O Espírito de Deus nos ungiu pra
Alda Célia;02428;PODER DA ORAÇÃO;Eu creio no poder dos joelhos que se
Alda Célia;02439;VOAR COMO A ÁGUIA;É tempo de quebrar cadeias restaurar
Alda Célia;02462;MOSTRA-ME TUA GLÓRIA;Santifica-me purifica-me Senhor
Alda Célia;07755;CHUVA DE AVIVAMENTO;Nos últimos dias diz o Senhor
Alda Célia;07875;SOPRA ESPÍRITO DE DEUS;Sopra dos quatro cantos Espírito
Alejandro Sanz;04105;CORAZÓN PARTÍO;Tiritas pá este corazón partío
Alem do Véu;02424;NASCI PRA VENCER;Não posso deixar meu sonho se perder
Além do Véu;02965;ALÉM DO VÉU;Procurei de muitas formas alegrar seu
Além do Véu;02980;FILHOS DE DEUS;Algo em nós nos torna diferentes
Alesis Brothers;09007;BABY COME BACK;Spending all my nights all my money
Alesis ;09242;ALL FOR A REASON ;I know it's late and I'm a little drunk 
Alex e Ronaldo;16235;SEXTA FEIRA SUA LINDA;Fim de semana começou
Alexandre Peixe;09569;VOCÊ VAI PIRAR;Você vai pirar vai enlouquecer
Alexandre Peixe ;01077;EU SOU MAIS VOCÊ ;Ô ô... ô ô ô ô
Alexandre Pires;07696;SE ELA ME AMASSE;Se ela me amasse
Alexandre Pires;07603;EU TIRO A SUA ROUPA;Às vezes em silêncios a emoção me fa
Alexandre Pires;07697;SEM TEU AMOR NADA É IGUAL;Me pego remexendo em suas coisas
Alexandre Pires;09575;A DEUS EU PEÇO;Que a menina dos meus olhos
Alexandre Pires;01210;CIGANO;Era lindo o nosso amor 
Alexandre Pires;01472;SÓ POR UM MOMENTO;Olha aqui, não fique esperando
Alexandre Pires;01532;MULHER DAS ESTRELAS;Ela canta demais
Alexandre Pires;01558;LEVE TUDO COM VOCÊ;Como pude mentir o meu bem eu traí
Alexandre Pires;01786;ERRO MEU;Se o amor bater deixa entrar 
Alexandre Pires;02877;SISSI;Laiá laiá laiá... Ai que dede que dede que delícia 
Alexandre Pires;15834;QUEM É VOCÊ;Eu descobri quem você é posso estar equivocado mas
Alexandre Pires;06198;USTED SE ME LLEVÓ LA VIDA;Usted se me llevó la vida…
Alexandre Pires;06251;É POR AMOR;A noite de lua cheia é quase…
Alexandre Pires;06302;NECESSIDADE;Beijar tua boca é a minha aventura…
Alexandre Pires;06443;A MUSA DAS MINHAS CANÇÕES;No palco de um pequeno bar…
Alexandre Pires;06640;VEM ME AMAR (AMAME);Vem aqui doce amor…
Alexandre Pires;06649;BUM, BUM, BUM;Amiga olha só como mudou a vida...
Alexandre Pires;06816;COISA DO DESTINO;Isso é coisa do destino eu sofri
Alexandre Pires;06988;TIRA ELA DE MIM;Tira a lembrança que ela deixou…
Alexandre Pires ;01073;DESSA VEZ EU ME RENDO ;Dizem que amor não mata mas judia da
Alexandre Pires - Seu Jorge;15408;EU SOU O SAMBA;Coisa linda muito prazer hoje você vai
Alexandre Pires e Daniel;01106;CHEGUEI TARDE DEMAIS;Não faz não quer não vem não fala nada
Alexandre Pires E Fat Family;06764;AO SENTIR O AMOR;A sensação de ver você chegar...
Alexandre Pires e Revelação;09655;DELÍRIOS DE AMOR;Me lembro o dia que cheguei
Aliados;01153;SORRINDO;Ontem um sonho acabou
Aliados;15446;ÁGUAS PASSADAS;Deixa rolar deixa fluir
Aliados;15455;ESPERANÇA;Enquanto ela estiver aqui
Alice Cooper;09144;NO MORE MR. NICE GUY;I used to be such a sweet sweet thing…
Alice Cooper;02526;I NEVER CRY;If there's a tear on my face
Alice Cooper;19699;HOW YOU GONNA SEE ME NOW;Dear Darlin' surprised to hear from me
Alicia Bridges;19846;I LOVE THE NIGHTLIFE;Please don't talk about love tonight
Alicia keys;04890;FALLIN';I keep on fallin' in and out love with...
Alicia Keys;02568;NO ONE;I just want you close
Alicia Keys;19207;GIRL ON FIRE;She's just a girl and she's on fire
Alicia Keys;19529;IF I AIN'T GOT YOU;Some people live for the fortune
Alien Ant Farm;04966;SMOOTH CRIMINAL;Ough! ...
Aline Barros;09527;RECOMEÇAR;Pai
Aline Barros;01809;RESSUSCITA-ME;Mestre eu preciso de um milagre
Aline Barros;01878;SONDA-ME, USA-ME;Sonda-me Senhor e me conhece
Aline Barros;15488;DEUS EXTRAORDINÁRIO;Em toda história não se ouviu falar de um
ALINE BARROS;05605;CONSAGRAÇÃO;Ao Rei dos Reis consagro tudo...
ALINE BARROS;05606;DEUS DO IMPOSSÍVEL;O meu Deus é o Deus do Impossível...
ALINE BARROS;05610;FICO FELIZ;U u... Fico feliz em vir em Tua casa...
ALINE BARROS;05615;JESUS CRISTO MUDOU MEU VIVER;U ei ê... Jesus Cristo mudou meu viver...
ALINE BARROS;05616;JESUS FAZ PARTE;É eu pude crer e ver o seu poder...
Aline Barros;02413;CARPINTEIRO;Um carpinteiro um homem simples
Aline Barros;02429;PODER PRA SALVAR;Todos necessitam de um amor perfeito
Aline Barros;02438;VENTO DO ESPÍRITO;O vento sopra só ele sabe para onde
Aline Barros;02468;REI MEU;Toda Terra está cheia da tua glória
Aline Barros;02469;RENDIDO ESTOU;Toma-me rendido estou
Aline Barros;02948;AO ÚNICO;Ao Único que é digno de receber
Aline Barros;02499;SANTIDADE;O meu melhor quero Te dar me derramar
Aline Barros;02964;ÁGUAS DO TRONO;Águas que fluem do coração do Senhor
Aline Barros;02967;APAIXONADO;Você mudou meu jeito de pensar
Aline Barros;07771;DIGNO É O SENHOR;Graças eu te dou Pai pelo preço que pa
Aline Barros;07866;RENOVA-ME SENHOR;Renova-me renova-me renova-me Senhor
Aline Barros (Crianças);02450;DANÇA DO PINGUIM;É assim assim
Aline Barros (Crianças);02455;HOMENZINHO TORTO;Havia um homenzinho torto
Aline Barros (Crianças);02465;PULA-PULA;Hoje é dia de brincar pular dançar 
Aline Calixto;02867;FLOR MORENA;Flor morena que manda no meu coração
Alinne Rosa;15650;COMPLICAMOS DEMAIS;Se eu fechar meus olhos posso te ver
Alisson e Ryan;01388;NÃO SOU SEU BRINQUEDO;Pára dá um tempo vê se larga do meu
All-4-One;04669;I SWEAR;I swear
Allen Stone;19231;SLEEP;Spend my nights howlin' at the moon
Almir Guinéto;16189;MEL NA BOCA;Ohhh quanta mentira suportei 
Almir Rogério;01508;MOTOQUEIRO;Tudo certo para o nosso casamento
Almir Rogério;03877;FUSCÃO PRETO;Me disseram que ela foi vista com
Almir Sater;09559;VARANDAS;A noite é um mistério que eu finjo co
Almir Sater;09509;PEÃO;Diga você me conhece eu já fui boiad
Almir Sater;01425;HORA DO CLARÃO;Ana Raio e Zé Trovão diz a sabedoria
Almir Sater;02939;TRAVESSIA DO ARAGUAIA;Naquele estradão deserto uma boiada
Almir Sater;04379;UM VIOLEIRO TOCA;Quando uma estrela cai na escuridão da
Alok - Bruno Martini;19820;HEAR ME NOW;If you get to hear me now
Alok - Mathieu Koss;19857;BIG JET PLANE;Hello mister pleased to meet you
Alphaville;02577;FOREVER YOUNG;Let's dance in style let's dance for 
Alphaville ;09245;BIG IN JAPAN ;Winter's cityside 
Altemar Dutra;09349;TUDO DE MIM;De que é feito afinal esse seu coraç
Altemar Dutra;01610;MURMURA AO MAR;Murmura o mar a derramar uma canção
Altemar Dutra;03540;SENTIMENTAL DEMAIS;Sentimental eu sou, eu sou demais
Altemar Dutra;16090;COMO DESEJO TEU AMOR;Como desejo teu amor quando me lembro
Altemar Dutra;03872;ESTÃO VOLTANDO AS FLORES;Vê...estão voltando as flores vê
Altemar Dutra;03926;O TROVADOR;Sonhei que eu era um dia um
Altemar Dutra;04067;BRIGAS;Veja só que tolice nós dois
Altemar Dutra;04130;QUE QUERES TU DE MIM;Que queres tú de mim?
Altemar Dutra;04465;BALADA TRISTE;Balada triste que me faz lembrar alguém...
Altemar Dutra;06277;SOMOS IGUAIS;Acabei de saber que você riu de mim…
Altemar Dutra;06422;MEU VELHO (MI VIEJO);É um bom tipo meu velho e anda só…
Altemar Dutra;06496;MARIA HELENA;Maria Helena és tu a minha inspiração…
Altemar Dutra;06608;CONTIGO APRENDI;Contigo aprendi…
Altemar Dutra;07045;A PRETENDIDA;Reclamas que te faltam meus carinhos
Altemar Dutra;07268;VAI ANDORINHA;Ao ver passar no céu as andorinhas
Altemar Dutra;07072;BLOCO DA SOLIDÃO;Angústia solidão um triste adeus
Altemar Dutra;07181;MODINHA;Olho a rosa na janela sonho um sonho
Altemar Dutra;07128;EU SONHEI QUE TU ESTAVAS TÃO LINDA;Eu sonhei que tu estavas tão linda
Altemar Dutra - Martha Mendonça;01800;VELHA COMPANHEIRA;Não tenho ódio dentro do meu peito 
Álvaro e Daniel;01505;AQUI É O SEU LUGAR;É pra você
Alvaro Tito;05557;NÃO CHORE;Tua vida em perigo, se envolver
Alvim and The Chipmunks;05883;CHRISTMAS DON'T BE LATE;Christmas Christmas time is near
Amado Batista;07496;AMANTES;Já amanheceu
Amado Batista;07583;DESISTO;Rosto que beijei corpo que abracei
Amado Batista;07656;O PRÍNCIPE;Eu não esqueço
Amado Batista;09355;VÁ EMBORA;Vá embora do meu mundo
Amado Batista;09417;CHUVA DE VENTO;Vento que venta lá fora leva esta sau
Amado Batista;09880;SERESTEIRO DAS NOITES;Existem momentos na vida que lembramo
Amado Batista;09632;CARTA SOBRE A MESA;Deixe-me renascer viver e crescer
Amado Batista;09677;EU QUERO É NAMORAR;Eu pensei
Amado Batista;09604;AMIGO FORTE;Como é linda a vida quando vivida
Amado Batista;01683;AMOR MEU LOUCO AMOR;Além do teu olhar o que mais pode 
Amado Batista;01921;NÃO QUERO FALAR COM ELA;Se ela ligar outra vez
Amado Batista;02811;MUITOS COMPROMISSOS;Quanto tempo você vai chorar por mim
Amado Batista;15268;QUEM É VOCÊ;Quem é você que me escreve cartas de amor
Amado Batista;15412;IMPÉRIO DOS SENTIDOS;Eu venho num sonho bonito das cores
Amado Batista;15562;AGORA OU NUNCA MAIS;Sou um amor passageiro que está
Amado Batista;15633;TRAVESSEIRO AZUL;Tanto faz se é noite ou dia uma luz me
Amado Batista;03856;PRINCESA;Ao te ver pela primeira vez
Amado Batista;16141;O NEGÓCIO DA CHINA;Eu vou levar você pra comer no meu apê
Amado Batista;04060;24 HORAS NO AR;Pare de pensar em besteira
Amado Batista;04230;COMO NA PRIMEIRA VEZ;Quando o amor nos acontece
Amado Batista;04327;O POBRETÃO;Que pena que eu não posso ser...
Amado Batista;06353;SECRETÁRIA (ASSÉDIO SEXUAL);Ela chega tão meiga e tão bela...
Amado Batista;06625;O FRUTO DO NOSSO AMOR (AMOR PERFEITO);Amor perfeito existia entre nós dois…
Amado Batista;06941;MEU EX-AMOR;Eu tive um amor amor tão bonito…
Amado Batista;06975;RECLAMANDO SUA AUSÊNCIA;Eu sei Foi o amor que fez…
Amado Batista;07129;EU SOU SEU FÃ;Quando você me quiser quando resolver
Amado Batista Amado;16347;CHANCE;Quero te dizer baixinho com todo carinho
Amelinha;09288;MULHER NOVA, BONITA E CARINHOSA;Numa luta de gregos e troianos
Amelinha;03796;FREVO MULHER;Quantos aqui ouvem, os olhos
Amelinha;03876;FOI DEUS QUEM FEZ VOCÊ;Foi Deus que fez o céu o rancho das
America;09083;A HORSE WITH NO NAME;On the first part of the journey….
America;05997;VENTURA HIGHWAY;Chewing on a piece of grass
America;05935;LONELY PEOPLE;This is for all the lonely people
America;05918;I NEED YOU;We used to laugh we used to cry
America;02558;TIN MAN;Sometimes late when things are real
America;02630;SISTER GOLDEN HAIR;Well I tried to make it Sunday
Amii Stewart;04929;KNOCK ON WOOD;I don't want to lose you...
Amy Grant;19384;I'LL BE HOME FOR CHRISTMAS;I'm dreaming tonight of a place I love
Amy Lee;19762;DREAM TOO MUCH;There's a monkey in the band
Amy Winehouse;05959;REHAB;They tried to make me go to rehab
Amy Winehouse;05985;TEARS DRY ON THEIR OWN;All I can ever be to you
Amy Winehouse;02541;BACK TO BLACK;He left no time to regret
Amy Winehouse;02546;LOVE IS A LOSING GAME;For you I was the flame
Amy Winehouse;02550;YOU KNOW I'M NO GOOD;Meet you downstairs in the bar and heard
Amy Winehouse;19596;VALERIE;Well sometimes I go out by myself
Ana Canãs;01552;ESCONDERIJO;Procuro a solidão como o ar procura
Ana Cañas;01981;A ANA;Ahn ahn ahn ahn
Ana Cañas;15272;SERÁ QUE VOCÊ ME AMA?;Tudo do avesso tudo certo tudo no começo
Ana Cañas;15885;TE VER FELIZ;Na nara na... Eu não tenho uma letra 
Ana Carolina;07348;ELEVADOR (LIVRO DE ESQUECIMENTO);Pra que te espero de braços abertos
Ana Carolina;07629;MAIS QUE ISSO;Eu não vou gostar de você
Ana Carolina;07694;ROSAS;Você pode me ver do jeito que quiser
Ana Carolina;07891;A CANÇÃO TOCOU NA HORA ERRADA;A canção tocou na hora errada
Ana Carolina;07975;HOJE EU TÔ SOZINHA;Hoje eu tô sozinha e não aceito cons
Ana Carolina;07921;CARVÃO;Surgiu como um clarão
Ana Carolina;07932;CONFESSO;Confesso acordei achando tudo indife
Ana Carolina;09334;RUAS DE OUTONO;Nas ruas de outono
Ana Carolina;09488;NADA PRA MIM;Eu não vim aqui pra entender ou expli
Ana Carolina;09393;AQUI;Aqui
Ana Carolina;09443;É MÁGOA;É mágoa
Ana Carolina;09521;QUE SE DANEM OS NÓS;Vim gastando meus sapatos
Ana Carolina;09676;EU QUE NÃO SEI QUASE NADA DO MAR;Garimpeira da beleza
Ana Carolina;09898;TOLERÂNCIA;Como água no deserto
Ana Carolina;01179;VAI;Espera aí
Ana Carolina;01481;10 MINUTOS;Por que você não atende as minhas
Ana Carolina;01654;DOIS BICUDOS;Quando te vi andava tão desprevenido
Ana Carolina;02739;PROBLEMAS;Qualquer distância entre nós
Ana Carolina;02818;TÁ RINDO, É?;Ah hoje eu quebrei o meu despertador
Ana Carolina;02931;SIMPLESMENTE ACONTECEU;Simplesmente aconteceu
Ana Carolina;15288;COMBUSTÍVEL;Fiz de você meu combustível meu 
Ana Carolina;15701;LIBIDO;No anúncio da revista ou na obra de arte
Ana Carolina;16025;COISAS;O meu corpo me deixa confusa quando o seu olhar
Ana Carolina;04316;GARGANTA;Minha garganta estranha quando não te
Ana Carolina;06109;QUEM DE NÓS DOIS;Eu e você não é assim tão complicado...
Ana Carolina;06413;ELA É BAMBA;Ela é bamba ela é bamba ela é bamba…
Ana Carolina;06694;ENCOSTAR NA TUA;Eu quero te roubar pra mim...
Ana Carolina;06757;UMA LOUCA TEMPESTADE;Eu quero uma Lua plena eu quero...
Ana Carolina;06827;NUA;Olho a cidade ao redor e nada me
Ana Carolina;06870;PRA RUA ME LEVAR;Não vou viver...
Ana Carolina - Chiara;15357;UN SUEÑO BAJO EL AGUA;Fios elétricos luvas
Ana Carolina e John Legend;01671;ENTREOLHARES;Se ficar assim me olhando
Ana Carolina e Maria Gadú;02692;MAIS QUE A MIM;Ouvi dizer que você tá bem que já tem
Ana Carolina E Seu Jorge;07114;É ISSO AÍ;É isso aí...
Ana e Mú;01708;QUANDO A GENTE AMA PRA VALER;Quando a gente ama não há nada que 
Ana Paula Valadão;07855;PODER DO TEU AMOR;Senhor eis-me aqui vem transformar meu
Ana Vilela;16157;TREM-BALA;Não é sobre ter todas as pessoas do mundo
Ana Vilela;16298;PROMETE ;Prometa que não vai crescer distante
Anavitória;16086;AGORA EU QUERO IR;Encontrei descanso em você me arquitetei
Anavitória;16149;SINGULAR;É tão singular o jeito que me observa acordar
Anavitória;16219;DENGO;Ô dengo me fala tudo sobre o mundo
Anavitória;16371;AI, AMOR;Ei fiz questão da promessa lembrar
Anavitória - Matheus e Kauan;16206;FICA;Mapeei a dedo tuas sardas
Anavitória - Tiago Iorc;16169;TREVO (TU);Tu é trevo de quatro folhas
Anderson Freire;16073;RARIDADE;Não consigo ir além do teu olhar
Anderson Freire e Bruna Karla;02456;IDENTIDADE;Não vou negar quem sou não há máscara
André Valadão;02427;PELA FÉ;Oh oh oh oh oh oh oh pela fé posso
André Valadão;02470;SE EU ME HUMILHAR;Neste lugar Tu és real
André Valadão;02480;VOU CRER;Colocar minha fé em Ti
André Valadão;07780;EU E MINHA CASA;Quero consagrar meu lar a Ti
André Valadão;07800;MILAGRES;Posso crer que em minha vida
André Valadão;07796;MAIS QUE ABUNDANTE;Meu Deus é mais que abundante
Andrea Boccelli;04150;COM TE PARTIRO;Quando sono solo sogno all'orizzonte
Andru Donalds;19395;SAVE ME NOW;Here I am in a place that I
Andy Gibb;02525;I JUST WANT TO BE YOUR EVERYTHING;For so long
Andy Williams;05988;THE IMPOSSIBLE DREAM;To dream the impossible dream
Andy Williams;04581;HAWAIIAN WEDDING SONG;This is the moment I've waited for
Andy Williams;04595;MORE;More than the greatest love the world
Andy Williams;04539;MOON RIVER;Moon River wider than a mile
Andy Williams;04538;LOVE STORY;Where do I begin? To tell the
Ângela Maria;07966;FALHASTE CORAÇÃO;E tu que acreditavas mandar em todo
Ângela Maria ;01276;TANGO PRA TEREZA ;Hoje alguém pôs a rodar um disco
Ângela Maria e Emílio Santiago;01287;ESCUTA;Escuta
Angela Rô Rô;15896;ESCÂNDALO;Mas doce irmã que que você quer mais
Ângela Rô Rô;07447;SIMPLES CARINHO;Amar é sofrer eu vou te dizer
Ângela Rô Rô;07321;COMPASSO;É o que pulsa o meu sangue quente
Ângela Rô Rô;07570;CHANCE DE AMAR;Não é por sentir que te quero
Ângela Rô Rô;01348;VICIEI EM VOCÊ;Eu não quero mais querer você
Ângela Rô Rô;01420;TOLA FOI VOCÊ;Tola foi você ao me abandonar
Ângela Rô Rô;06635;SÓ NOS RESTA VIVER;Dói em mim saber…
Ângela Rô Rô;06891;AMOR, MEU GRANDE AMOR;Amor meu grande amor…
Ângela Rô Rô - Paulinho Moska;16182;FELIZ DA VIDA;Sonho ou esperança encontrar alguém assim
Ângela Valle E Paulo Sérgio Valle;07196;O CAFONA;Eu eu eu eu eu eu eu eu
Angélica;01493;BLUE JEANS;Vocês não vão acreditar
Angélica;01621;PRIMEIRO AMOR (IF);Se você quiser saber quem sou
Angélica;03429;MAGIA;Sol de verão queimando no meu corpo
Angélica;01820;VOU DE TÁXI;Pela janela do meu quarto
Angélica;03993;CIÚME;Eu queria entender direito essa
Angélica;04217;TERRA DO NUNCA;Lápis de cor, bicicleta, bombom
Angélica;04361;MEU HERÓI;Ele é meu herói príncipe encantado...
Angelo Máximo;06561;A PRIMEIRA NAMORADA;A chuva já molhou a rua…
Ângelo Máximo;06456;DOMINGO FELIZ (BEAUTIFUL SUNDAY);Meu domingo alegre vai ser…
Animals;04552;THE HOUSE OF THE RISING SUN;There is house in New Orleans
Animals;04623;DON'T LET ME BE MISUNDERSTOOD;Baby do you understand me now
Anísio Silva;07296;ALGUÉM ME DISSE;Alguém me disse que tu andas novament
Anita Baker;09176;SWEET LOVE;With all my heart I love you baby…
Anita Ward;19808;RING MY BELL;I'm glad you're home
Anitta;15192;SHOW DAS PODEROSAS;Prepara que agora é hora do show das 
Anitta;15302;MENINA MÁ;Me olha e deseja que eu veja mas já digo
Anitta;15307;NÃO PARA;Hoje cê pode chegar que eu tô querendo
Anitta;15320;ZEN;Ohh ... Olha cê me faz tão bem só de
Anitta;15341;MEIGA E ABUSADA;Eu posso conquistar tudo o que eu que
Anitta;15603;BLÁ, BLÁ, BLÁ;Vou rebolar só porque você não gosta se
Anitta;15707;NA BATIDA;Não dá mole vem pra cá não tem hora pra acabar
Anitta;15748;RITMO PERFEITO;Sei lá o que será que você tem só sei que
Anitta;15882;BANG;Vem na maldade com vontade
Anitta;15883;DEIXA ELE SOFRER;Deixa ele chorar deixa ele chorar 
Anitta;15991;NO MEU TALENTO;Chega fecha o closet na maldade que hoje eu vou
Anitta;16254;PARADINHA;Yo te quiero ver enloquecer
Anitta;16437;NÃO PERCO MEU TEMPO;Olha só te falei desse jeito não vai rolar
Anitta - Jhama;15923;ESSA MINA É LOUCA;Essa mina é louca quando eu tô bolado 
Anitta - Maluma;16114;SIM OU NÃO;Se quiser jogar vem
Anitta - Pabllo Vittar - Major Lazer;16250;SUA CARA;Você prepara mas não dispara
Anitta - Projota;15649;COBERTOR;Eu sei que o tempo afastar a gente mas 
